SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
1597,2,2,Rural,1982,"AED 2,48,003"
2659,4,1,Rural,2020,"AED 3,21,026"
2225,2,1,Suburb,2015,"AED 3,07,019"
2685,4,1,Urban,2015,"AED 2,74,184"
1557,5,3,Suburb,1977,"AED 2,98,457"
1112,3,3,Rural,1972,"AED 1,53,614"
2114,4,1,Suburb,1953,"AED 2,00,278"
1140,3,2,Rural,1992,"AED 1,59,183"
2312,4,1,Rural,1958,"AED 2,05,125"
2924,5,2,Suburb,1982,"AED 2,91,717"
1729,3,1,Suburb,1962,"AED 1,20,897"
1588,5,2,Urban,2020,"AED 1,69,375"
1410,2,2,Urban,1956,"AED 2,01,471"
1376,3,1,Suburb,1999,"AED 1,37,368"
2407,4,1,Rural,1989,"AED 2,91,674"
2869,3,1,Rural,2002,"AED 3,35,238"
2175,2,3,Urban,1987,"AED 2,57,453"
2858,2,2,Suburb,1984,"AED 2,71,599"
1750,4,1,Urban,1994,"AED 1,56,438"
1626,5,3,Urban,1953,"AED 1,86,858"
2342,3,1,Suburb,2008,"AED 3,27,827"
2392,5,3,Rural,1999,"AED 3,35,743"
2629,5,3,Urban,2013,"AED 3,34,906"
1994,4,2,Suburb,1969,"AED 1,78,166"
2583,3,1,Suburb,1957,"AED 2,72,926"
1702,2,3,Suburb,1988,"AED 2,55,345"
1461,4,1,Rural,2016,"AED 1,70,286"
1011,5,2,Suburb,2021,"AED 1,80,949"
2179,2,3,Urban,1963,"AED 1,91,964"
2707,5,1,Urban,1970,"AED 2,48,318"
1476,3,2,Suburb,1986,"AED 1,21,002"
1938,5,2,Rural,2016,"AED 1,42,006"
1400,2,3,Rural,1975,"AED 1,16,322"
1807,3,2,Suburb,1981,"AED 1,95,997"
1176,4,3,Rural,1952,"AED 1,46,247"
2364,5,2,Suburb,2005,"AED 2,26,644"
1056,3,1,Rural,1973,"AED 1,04,233"
2878,3,1,Rural,2009,"AED 2,23,700"
2875,4,2,Suburb,1965,"AED 3,67,440"
1447,4,1,Urban,1974,"AED 1,52,392"
1202,2,2,Urban,2013,"AED 1,33,822"
2720,3,2,Urban,1988,"AED 2,08,464"
2656,3,2,Urban,1997,"AED 3,24,572"
1737,2,2,Urban,2017,"AED 2,04,420"
1201,5,3,Urban,1997,"AED 1,42,823"
2353,3,1,Suburb,1954,"AED 2,10,403"
1362,3,1,Rural,2010,"AED 1,76,569"
1891,5,1,Urban,2001,"AED 1,68,369"
1453,4,3,Urban,2004,"AED 2,33,017"
1355,4,2,Rural,1953,"AED 2,30,948"
1215,4,3,Suburb,2014,"AED 1,02,034"
1971,2,1,Suburb,2016,"AED 2,30,574"
1554,5,2,Suburb,1989,"AED 1,39,815"
1886,4,2,Rural,1960,"AED 1,26,052"
1022,2,2,Suburb,2019,"AED 87,126"
1154,5,1,Urban,1969,"AED 1,30,957"
2209,4,1,Urban,1969,"AED 1,87,110"
1248,3,3,Suburb,1989,"AED 1,61,965"
1748,3,1,Rural,1983,"AED 2,08,943"
1804,4,2,Suburb,1956,"AED 2,84,507"
1133,4,2,Rural,1996,"AED 1,69,963"
1320,2,1,Urban,1997,"AED 2,08,632"
1389,3,2,Urban,1978,"AED 1,50,581"
1433,5,2,Suburb,1996,"AED 1,99,024"
2045,4,3,Rural,1951,"AED 2,53,075"
1872,5,2,Urban,1953,"AED 1,77,640"
2623,4,2,Rural,2004,"AED 2,97,268"
2688,3,1,Urban,1970,"AED 3,21,936"
2148,4,1,Suburb,2016,"AED 2,44,428"
2102,5,2,Suburb,1990,"AED 2,46,916"
1857,3,3,Urban,1999,"AED 1,69,030"
2991,4,3,Urban,1975,"AED 4,29,035"
1050,3,2,Rural,1970,"AED 92,287"
2751,2,2,Urban,1969,"AED 2,74,619"
1175,5,2,Suburb,2001,"AED 2,18,464"
1869,4,2,Urban,1996,"AED 2,90,269"
1252,4,3,Suburb,2020,"AED 1,42,173"
1965,4,3,Rural,1972,"AED 2,22,155"
2269,5,3,Urban,1966,"AED 3,15,505"
1738,2,3,Suburb,1980,"AED 2,46,200"
2129,5,2,Suburb,2021,"AED 2,62,209"
2216,4,3,Suburb,1990,"AED 2,83,739"
2339,5,3,Rural,1957,"AED 2,80,411"
1301,4,3,Suburb,1972,"AED 43,952"
1547,5,1,Rural,1977,"AED 2,25,945"
2977,3,2,Rural,2020,"AED 2,52,955"
1715,5,3,Urban,2000,"AED 1,54,948"
2957,4,2,Rural,2002,"AED 3,09,477"
1778,4,2,Urban,1990,"AED 1,77,635"
1267,5,2,Urban,1976,"AED 1,28,812"
2193,5,1,Urban,1996,"AED 3,52,400"
2009,3,1,Suburb,1964,"AED 2,74,825"
1550,2,3,Urban,1953,"AED 1,95,218"
2478,2,2,Suburb,1985,"AED 3,14,844"
2674,3,1,Urban,1955,"AED 3,73,222"
2315,2,2,Urban,1971,"AED 2,03,021"
2587,2,3,Suburb,2017,"AED 2,56,361"
2822,4,2,Urban,2009,"AED 3,31,255"
2824,4,1,Urban,1975,"AED 3,09,730"
2164,4,2,Suburb,1960,"AED 2,22,720"
2169,5,3,Suburb,1999,"AED 3,02,108"
2448,5,3,Suburb,1957,"AED 2,67,011"
1313,2,1,Urban,2017,"AED 81,409"
1183,5,2,Rural,1994,"AED 2,19,337"
2687,4,1,Suburb,2020,"AED 3,69,159"
1712,5,1,Urban,1994,"AED 3,01,091"
1127,2,1,Rural,2014,"AED 2,24,070"
2310,4,1,Rural,1965,"AED 2,40,791"
2846,2,1,Urban,1995,"AED 2,81,344"
2276,5,1,Rural,1952,"AED 1,62,094"
2801,3,2,Suburb,2009,"AED 2,53,555"
1699,3,1,Urban,1992,"AED 2,08,065"
1385,4,1,Urban,1982,"AED 86,131"
2253,2,2,Suburb,2020,"AED 2,70,573"
1270,3,3,Rural,1964,"AED 1,73,085"
2794,3,2,Urban,2021,"AED 2,64,305"
1810,4,2,Urban,1974,"AED 2,38,026"
1414,4,3,Suburb,1950,"AED 2,03,100"
1197,2,2,Urban,2013,"AED 83,456"
2346,3,3,Urban,1965,"AED 2,36,904"
2079,2,1,Urban,2005,"AED 2,35,621"
1830,2,2,Suburb,1961,"AED 1,51,019"
2226,4,3,Urban,1957,"AED 1,08,652"
2806,2,1,Suburb,2021,"AED 3,04,311"
2644,5,3,Urban,2015,"AED 2,57,289"
1627,2,3,Rural,1990,"AED 1,00,328"
1603,3,3,Rural,2009,"AED 1,31,676"
2161,2,2,Urban,1969,"AED 1,58,223"
2445,5,1,Urban,2007,"AED 2,56,264"
2838,5,3,Suburb,2001,"AED 3,99,255"
2080,3,1,Rural,1999,"AED 2,76,595"
2585,3,3,Rural,1977,"AED 2,97,656"
2009,2,3,Urban,2015,"AED 1,98,205"
1070,5,2,Urban,2016,"AED 1,52,212"
1910,5,1,Suburb,1986,"AED 2,56,627"
2937,2,3,Suburb,2013,"AED 3,70,631"
1593,3,3,Suburb,1978,"AED 1,45,119"
2395,5,1,Urban,2005,"AED 1,69,669"
2640,2,3,Urban,1956,"AED 3,80,251"
1599,3,2,Suburb,1993,"AED 2,45,178"
1513,2,2,Rural,2008,"AED 1,67,451"
2895,3,2,Urban,1991,"AED 2,85,803"
1083,3,3,Urban,1967,"AED 1,04,755"
1993,5,2,Urban,1994,"AED 1,99,639"
2066,4,3,Suburb,2007,"AED 1,53,972"
2689,5,2,Urban,1975,"AED 2,86,286"
1838,2,1,Urban,1962,"AED 1,89,782"
2957,3,2,Rural,1985,"AED 2,59,533"
1605,5,1,Suburb,2015,"AED 1,89,657"
1809,3,2,Suburb,1982,"AED 2,53,079"
1132,5,3,Suburb,1977,"AED 1,18,775"
2418,2,1,Suburb,1995,"AED 3,11,281"
2088,2,1,Urban,1972,"AED 2,40,738"
1289,2,3,Suburb,1972,"AED 1,61,976"
1375,5,1,Urban,1993,"AED 1,19,157"
1768,4,1,Urban,1988,"AED 2,73,778"
1466,2,3,Suburb,2002,"AED 1,82,806"
2921,5,1,Suburb,1972,"AED 3,43,869"
2236,4,1,Urban,2002,"AED 2,97,169"
2171,5,3,Rural,2021,"AED 2,04,269"
2596,5,1,Rural,1972,"AED 3,29,188"
1470,2,3,Suburb,1998,"AED 1,44,083"
1148,4,1,Urban,1990,"AED 1,16,749"
1087,5,3,Urban,2000,"AED 1,48,126"
2347,5,2,Suburb,1977,"AED 2,40,966"
2918,5,1,Rural,1964,"AED 2,88,801"
1395,5,1,Rural,1970,"AED 1,33,861"
1789,2,2,Rural,1955,"AED 1,86,121"
2427,5,2,Suburb,1957,"AED 2,07,012"
2105,4,3,Suburb,1982,"AED 2,02,262"
2664,3,1,Rural,1970,"AED 3,05,801"
2309,4,1,Suburb,2017,"AED 2,03,912"
2405,5,3,Urban,1958,"AED 2,96,391"
1864,5,2,Rural,1977,"AED 3,00,808"
2815,4,1,Suburb,1987,"AED 3,87,644"
2293,3,2,Urban,1974,"AED 1,67,220"
2315,2,3,Urban,1970,"AED 2,63,918"
2476,3,1,Rural,1969,"AED 2,14,205"
2738,3,3,Urban,1965,"AED 2,41,609"
1023,3,3,Urban,1951,"AED 1,30,207"
1955,4,1,Suburb,1996,"AED 2,71,303"
2886,3,2,Urban,1985,"AED 3,59,286"
1310,2,2,Rural,1986,"AED 66,751"
2484,5,3,Rural,1960,"AED 2,96,823"
2231,4,3,Suburb,1956,"AED 2,36,835"
2815,4,2,Suburb,1990,"AED 2,27,231"
2740,3,3,Suburb,1956,"AED 3,31,764"
1663,5,3,Rural,2002,"AED 1,25,754"
1437,5,1,Suburb,2012,"AED 1,70,091"
2561,5,3,Rural,2009,"AED 3,32,073"
1705,4,3,Rural,1990,"AED 2,04,778"
2359,2,1,Suburb,1982,"AED 2,40,630"
1421,5,2,Urban,1957,"AED 1,99,750"
2773,4,1,Suburb,2021,"AED 3,19,878"
1320,3,2,Rural,1950,"AED 1,98,123"
2520,5,1,Urban,2010,"AED 2,92,442"
1586,3,3,Suburb,1981,"AED 2,27,063"
1946,5,2,Urban,1952,"AED 2,69,225"
2186,3,1,Rural,2018,"AED 2,83,613"
2834,4,1,Suburb,1993,"AED 2,06,891"
2564,3,2,Suburb,1963,"AED 2,48,152"
2188,4,2,Urban,1999,"AED 2,92,505"
1848,3,2,Suburb,1973,"AED 2,33,173"
2721,3,2,Urban,2002,"AED 3,03,889"
2589,3,1,Urban,1973,"AED 3,07,949"
2318,5,2,Rural,1958,"AED 3,04,687"
1041,2,2,Suburb,1993,"AED 1,15,333"
2947,2,2,Urban,1989,"AED 2,36,639"
2308,5,3,Urban,1964,"AED 3,71,475"
1938,3,2,Urban,1979,"AED 2,04,419"
1386,3,3,Urban,1991,"AED 1,73,768"
2161,5,2,Rural,1962,"AED 1,43,993"
2210,4,2,Suburb,2009,"AED 2,81,001"
1909,4,1,Suburb,1970,"AED 1,71,448"
1715,5,1,Rural,1950,"AED 1,80,778"
1430,2,1,Suburb,2007,"AED 1,48,549"
1553,4,1,Rural,1965,"AED 2,45,658"
2885,5,2,Suburb,1978,"AED 4,11,350"
2439,4,3,Urban,1984,"AED 2,91,954"
1799,5,2,Rural,2006,"AED 2,41,605"
1425,4,2,Suburb,1976,"AED 1,84,040"
2439,4,2,Urban,2009,"AED 2,48,537"
1025,5,1,Rural,2007,"AED 47,699"
2394,2,2,Urban,1956,"AED 3,27,226"
1384,2,2,Rural,1997,"AED 1,73,293"
1055,4,3,Rural,1989,"AED 1,49,046"
2276,4,1,Rural,1959,"AED 3,11,094"
1633,2,3,Urban,1971,"AED 1,30,997"
1105,5,3,Suburb,1982,"AED 1,02,801"
2153,3,2,Suburb,2012,"AED 2,42,066"
1848,4,3,Rural,1970,"AED 2,46,328"
1669,3,3,Rural,1987,"AED 2,17,092"
1375,4,2,Suburb,1998,"AED 2,08,116"
1742,2,1,Suburb,1981,"AED 2,48,780"
1966,5,2,Suburb,2019,"AED 1,97,251"
1307,4,1,Rural,1982,"AED 2,88,641"
1090,3,3,Suburb,1979,"AED 1,00,330"
2416,2,1,Suburb,1976,"AED 2,73,677"
2557,4,2,Urban,1975,"AED 2,82,838"
1801,5,1,Rural,2005,"AED 1,99,745"
1109,4,2,Suburb,2012,"AED 2,38,162"
2584,5,2,Urban,2008,"AED 3,63,748"
2664,5,2,Urban,1977,"AED 3,11,468"
1584,2,1,Rural,1953,"AED 1,80,684"
1339,4,3,Suburb,1970,"AED 54,670"
2588,5,3,Suburb,1961,"AED 2,60,877"
1978,2,3,Rural,1950,"AED 2,06,145"
1355,4,1,Urban,2002,"AED 1,38,334"
2915,5,1,Rural,2005,"AED 3,32,607"
1167,2,1,Urban,1961,"AED 1,19,055"
1556,4,1,Suburb,2019,"AED 1,93,184"
2475,5,2,Rural,2003,"AED 2,83,030"
1904,2,2,Rural,1977,"AED 2,40,025"
1104,2,3,Suburb,2005,"AED 1,44,640"
1149,4,1,Urban,1991,"AED 2,28,805"
1145,2,3,Urban,2010,"AED 1,32,818"
1715,4,2,Rural,1973,"AED 2,57,993"
1873,4,1,Urban,2021,"AED 1,51,685"
1298,5,3,Urban,1975,"AED 1,31,590"
2190,4,1,Suburb,1996,"AED 1,76,774"
2736,2,3,Urban,1971,"AED 3,89,038"
1645,4,1,Suburb,1997,"AED 1,90,786"
1722,5,3,Urban,1989,"AED 1,25,141"
2071,2,1,Suburb,1961,"AED 1,69,730"
1637,5,3,Rural,2013,"AED 2,17,662"
1238,3,2,Rural,1958,"AED 1,20,812"
2030,5,3,Rural,1986,"AED 2,03,387"
1463,3,3,Urban,1967,"AED 1,07,759"
1452,3,2,Rural,1989,"AED 2,27,438"
1783,4,2,Rural,1984,"AED 2,76,371"
1896,2,3,Suburb,1969,"AED 2,64,561"
1370,4,1,Suburb,2010,"AED 2,32,493"
2572,2,2,Rural,1961,"AED 2,88,513"
1486,5,1,Rural,2010,"AED 1,61,407"
2234,3,2,Urban,2008,"AED 1,45,479"
1164,3,3,Urban,1993,"AED 1,01,072"
2148,3,3,Urban,1986,"AED 2,37,747"
2360,5,2,Urban,1988,"AED 2,95,394"
1191,5,3,Suburb,2004,"AED 1,38,786"
1729,4,1,Urban,1979,"AED 1,94,682"
1213,4,3,Rural,2016,"AED 92,456"
1573,2,3,Suburb,2021,"AED 2,51,257"
2351,2,3,Suburb,2002,"AED 2,54,237"
1956,3,2,Urban,1991,"AED 1,98,572"
1380,5,2,Urban,1977,"AED 1,03,013"
1672,5,3,Suburb,2004,"AED 2,78,003"
2601,4,2,Rural,2014,"AED 1,85,900"
1797,4,1,Rural,1964,"AED 2,16,325"
1238,2,1,Rural,1961,"AED 1,06,307"
2555,2,1,Urban,2010,"AED 2,68,340"
1699,4,1,Rural,1968,"AED 1,88,694"
2105,4,3,Rural,1994,"AED 2,64,452"
2386,5,2,Suburb,1987,"AED 2,70,779"
1504,2,1,Urban,2016,"AED 1,82,987"
1201,4,3,Rural,2016,"AED 1,31,230"
1919,4,1,Rural,1994,"AED 2,01,132"
2527,3,2,Urban,1961,"AED 3,19,223"
2667,4,2,Rural,2021,"AED 3,06,876"
1036,4,2,Suburb,1999,"AED 1,75,948"
1643,5,1,Rural,1963,"AED 1,53,229"
2612,4,1,Rural,1972,"AED 2,78,709"
2624,2,1,Rural,1983,"AED 2,40,660"
2996,3,3,Suburb,1992,"AED 3,18,203"
2425,5,3,Suburb,1984,"AED 2,29,811"
1764,2,2,Rural,2002,"AED 1,56,660"
2879,3,2,Rural,1963,"AED 3,47,795"
1705,3,1,Rural,2016,"AED 1,40,016"
2199,4,2,Suburb,2015,"AED 2,56,429"
1544,3,2,Suburb,2004,"AED 2,37,759"
2593,3,3,Urban,1991,"AED 2,40,070"
2490,4,2,Rural,1975,"AED 3,18,653"
2224,5,1,Rural,2021,"AED 2,10,984"
1539,4,3,Suburb,1976,"AED 1,70,457"
2570,5,1,Urban,1987,"AED 3,37,207"
2016,3,1,Rural,1968,"AED 1,65,496"
2660,2,3,Rural,2007,"AED 4,16,057"
1393,5,1,Urban,1955,"AED 1,64,827"
1832,5,2,Urban,1993,"AED 3,26,532"
2065,5,2,Suburb,1950,"AED 3,22,178"
1596,5,3,Suburb,1979,"AED 2,10,347"
1392,3,2,Rural,2000,"AED 91,992"
1699,2,1,Urban,2012,"AED 2,20,084"
2646,5,3,Urban,1978,"AED 2,48,340"
2806,2,3,Suburb,1965,"AED 3,00,303"
1440,3,1,Rural,1995,"AED 1,61,068"
2860,5,1,Urban,1973,"AED 3,11,154"
2640,2,1,Rural,1992,"AED 2,70,170"
2529,5,3,Suburb,1985,"AED 2,58,278"
1917,5,3,Rural,1964,"AED 1,88,864"
1319,3,1,Suburb,1995,"AED 1,23,095"
1552,5,3,Rural,1987,"AED 2,42,640"
2238,2,1,Urban,1970,"AED 1,71,491"
2094,2,2,Rural,1950,"AED 1,91,963"
1567,3,3,Urban,1974,"AED 2,82,505"
1918,4,3,Urban,2000,"AED 2,12,628"
1235,4,3,Urban,1967,"AED 1,88,736"
2304,3,1,Suburb,1953,"AED 2,09,072"
1986,3,3,Urban,1994,"AED 1,61,140"
2640,4,1,Rural,1972,"AED 3,07,915"
2925,4,3,Suburb,1974,"AED 3,03,009"
2910,2,3,Urban,1979,"AED 3,66,055"
2185,2,3,Urban,1995,"AED 2,10,345"
2214,2,3,Suburb,1977,"AED 2,40,295"
2032,4,2,Suburb,1987,"AED 3,02,894"
1059,3,2,Urban,1983,"AED 1,67,547"
1892,5,2,Suburb,2007,"AED 2,17,904"
2840,2,1,Urban,1993,"AED 3,14,159"
1224,5,2,Urban,1985,"AED 1,97,931"
2842,3,1,Urban,1982,"AED 2,95,708"
1699,4,2,Suburb,2016,"AED 1,13,130"
1581,2,1,Rural,2006,"AED 87,735"
2828,4,3,Rural,1958,"AED 3,12,908"
2310,3,3,Suburb,1951,"AED 2,43,212"
1993,2,2,Suburb,1963,"AED 2,65,122"
1168,3,1,Rural,1995,"AED 2,02,091"
2085,3,3,Suburb,1973,"AED 2,62,933"
2372,2,3,Rural,1990,"AED 2,89,640"
2465,5,2,Urban,1978,"AED 3,58,307"
1013,2,1,Suburb,1997,"AED 19,340"
1163,4,3,Urban,1975,"AED 73,356"
2443,5,1,Rural,1972,"AED 2,17,212"
1756,2,1,Suburb,1979,"AED 1,23,803"
2870,2,1,Urban,2009,"AED 2,94,996"
2543,2,1,Urban,2010,"AED 2,81,847"
2689,2,1,Suburb,2005,"AED 2,94,928"
2571,2,2,Urban,1954,"AED 3,00,173"
2583,4,2,Suburb,1955,"AED 2,99,022"
2620,3,3,Urban,2014,"AED 2,81,661"
2051,4,1,Urban,1969,"AED 2,03,467"
2731,3,1,Urban,1976,"AED 2,22,229"
1445,2,3,Rural,1982,"AED 1,59,195"
2231,4,1,Suburb,2014,"AED 2,73,911"
2493,3,3,Urban,1963,"AED 3,31,268"
1715,3,2,Suburb,1952,"AED 1,51,618"
1975,2,1,Urban,1964,"AED 3,26,989"
1818,2,1,Rural,1978,"AED 2,38,879"
1103,5,1,Rural,2003,"AED 1,72,499"
1741,5,1,Rural,1997,"AED 2,13,100"
1425,3,1,Rural,2014,"AED 24,729"
2124,5,2,Suburb,1967,"AED 2,62,665"
2564,4,1,Rural,1959,"AED 2,67,048"
1638,3,1,Rural,2012,"AED 2,45,276"
1849,4,3,Rural,1952,"AED 2,11,859"
2545,5,2,Rural,1959,"AED 3,45,358"
2129,4,1,Rural,2021,"AED 2,01,764"
2702,3,1,Suburb,1992,"AED 2,71,063"
1768,4,2,Rural,2005,"AED 1,84,819"
2830,3,3,Rural,1988,"AED 3,31,704"
1276,5,2,Rural,2010,"AED 2,05,568"
2088,3,2,Suburb,1990,"AED 2,23,525"
2806,5,3,Suburb,1962,"AED 3,57,994"
1899,2,2,Rural,2006,"AED 2,19,324"
1187,5,3,Rural,1953,"AED 79,493"
2340,3,3,Urban,1983,"AED 3,04,864"
2939,3,1,Suburb,1967,"AED 2,44,811"
2161,2,1,Suburb,1971,"AED 1,30,584"
2366,2,2,Urban,1990,"AED 2,25,641"
1104,5,1,Urban,1971,"AED 83,643"
1545,4,3,Rural,1990,"AED 2,03,071"
1379,4,3,Rural,1959,"AED 1,94,522"
1109,2,2,Urban,2011,"AED 1,63,940"
2967,5,2,Suburb,1972,"AED 3,19,814"
1544,2,1,Suburb,1952,"AED 1,35,898"
1353,2,2,Rural,2020,"AED 1,20,750"
1742,3,2,Suburb,2021,"AED 1,90,730"
1316,3,2,Suburb,2010,"AED 1,65,193"
2289,3,3,Urban,1993,"AED 3,06,910"
2717,2,1,Rural,2014,"AED 2,06,314"
2875,5,3,Suburb,2009,"AED 3,60,897"
2088,4,3,Suburb,1974,"AED 2,50,865"
1332,4,2,Rural,1975,"AED 2,63,122"
2536,3,3,Suburb,1984,"AED 2,88,705"
2156,5,1,Rural,1977,"AED 3,20,687"
1591,3,1,Urban,1961,"AED 1,81,647"
1782,5,1,Rural,1992,"AED 2,22,715"
2776,5,3,Urban,1974,"AED 3,24,604"
1539,5,3,Suburb,1978,"AED 1,89,988"
1734,2,3,Urban,2003,"AED 2,05,583"
2558,5,1,Suburb,2001,"AED 3,34,738"
2519,2,1,Urban,1950,"AED 3,28,639"
1620,4,1,Rural,1989,"AED 2,05,155"
1618,4,3,Suburb,2000,"AED 2,33,790"
2680,2,1,Suburb,1974,"AED 2,57,217"
2392,4,1,Urban,1966,"AED 3,19,585"
2889,4,2,Rural,1956,"AED 3,17,673"
1908,3,3,Rural,2007,"AED 2,69,284"
2933,2,3,Urban,2019,"AED 3,58,780"
2674,2,1,Urban,2021,"AED 2,38,097"
2819,2,2,Rural,1978,"AED 2,88,741"
2833,3,2,Urban,1993,"AED 3,17,750"
1991,2,1,Rural,2001,"AED 1,35,833"
1098,4,2,Suburb,1980,"AED 61,617"
1316,5,1,Suburb,1995,"AED 1,76,768"
1122,3,3,Rural,2001,"AED 1,01,624"
2343,3,2,Urban,1995,"AED 2,17,374"
1798,2,2,Urban,1978,"AED 2,51,527"
2616,5,2,Urban,2021,"AED 3,94,069"
2518,5,1,Suburb,2018,"AED 2,88,508"
1456,5,3,Suburb,2009,"AED 2,31,472"
1521,4,2,Rural,1952,"AED 2,44,185"
1519,5,3,Rural,2018,"AED 1,04,767"
1916,2,3,Urban,2021,"AED 2,31,349"
1716,4,2,Suburb,2001,"AED 2,65,199"
1314,5,3,Rural,1986,"AED 2,19,532"
2969,2,1,Urban,1967,"AED 3,32,040"
1708,4,1,Rural,2020,"AED 1,69,922"
1709,4,1,Suburb,1996,"AED 2,49,101"
2565,5,3,Suburb,2021,"AED 2,95,564"
2502,4,1,Suburb,1978,"AED 2,80,641"
2936,3,2,Suburb,1967,"AED 2,25,678"
2994,2,3,Rural,2018,"AED 3,59,281"
2043,5,1,Urban,2010,"AED 1,97,918"
1559,2,1,Suburb,2010,"AED 1,69,073"
1968,2,1,Urban,1954,"AED 2,06,907"
2153,3,1,Suburb,1990,"AED 2,74,511"
2316,4,2,Rural,1974,"AED 2,01,735"
2920,3,1,Suburb,2014,"AED 2,90,199"
2155,3,2,Rural,1990,"AED 2,23,215"
1355,4,3,Suburb,2000,"AED 1,03,165"
2077,5,2,Suburb,1998,"AED 3,07,708"
1889,2,1,Rural,1996,"AED 2,04,352"
1792,5,1,Urban,1954,"AED 1,32,013"
2410,5,3,Urban,1973,"AED 1,65,296"
1264,3,2,Suburb,2019,"AED 1,68,345"
1981,4,1,Suburb,2009,"AED 2,10,716"
2238,4,2,Urban,1979,"AED 2,78,698"
2483,2,1,Rural,1961,"AED 2,80,810"
2481,4,3,Suburb,1964,"AED 2,43,009"
1801,5,2,Rural,1963,"AED 1,41,273"
1042,4,1,Urban,1957,"AED 1,84,957"
2609,4,3,Suburb,1997,"AED 2,91,369"
1861,5,1,Urban,1962,"AED 1,34,687"
2301,2,1,Urban,1977,"AED 3,36,545"
2861,2,3,Rural,1998,"AED 3,10,353"
2777,5,2,Rural,1975,"AED 2,36,608"
2153,4,2,Rural,2005,"AED 1,94,691"
1349,4,3,Rural,1990,"AED 1,89,688"
2729,2,3,Suburb,1989,"AED 2,23,653"
2567,2,3,Suburb,1972,"AED 2,29,939"
2129,2,3,Suburb,2010,"AED 2,02,896"
1911,3,2,Rural,1964,"AED 2,11,660"
2739,2,3,Urban,1950,"AED 3,18,306"
1000,4,3,Suburb,1998,"AED 1,28,903"
2780,2,2,Rural,2015,"AED 2,07,845"
1583,4,1,Suburb,1999,"AED 2,34,040"
1431,4,1,Suburb,1963,"AED 1,73,510"
2329,4,2,Suburb,1975,"AED 1,88,549"
2932,2,2,Rural,1952,"AED 3,61,152"
2550,2,2,Suburb,1967,"AED 2,77,650"
1052,5,2,Urban,1980,"AED 1,78,154"
1939,2,3,Suburb,1983,"AED 2,00,903"
1519,2,3,Rural,1991,"AED 1,12,585"
2353,2,2,Rural,2018,"AED 2,11,385"
2581,3,1,Suburb,2012,"AED 2,84,464"
2348,2,1,Suburb,1981,"AED 2,23,967"
2137,3,2,Urban,1976,"AED 2,05,332"
1146,4,2,Urban,1952,"AED 26,839"
2189,4,1,Urban,1950,"AED 1,80,890"
2402,4,1,Rural,2017,"AED 2,26,927"
2162,4,3,Suburb,2007,"AED 2,72,500"
1628,3,1,Suburb,2004,"AED 2,02,325"
1298,3,1,Suburb,2017,"AED 1,66,518"
2299,4,1,Rural,1969,"AED 2,92,298"
2939,2,1,Urban,1961,"AED 3,35,034"
1788,4,3,Rural,2013,"AED 1,48,046"
1849,4,3,Rural,1983,"AED 2,01,819"
2848,3,3,Suburb,1989,"AED 3,09,762"
1177,4,1,Rural,1995,"AED 1,80,576"
1841,3,3,Urban,1979,"AED 1,56,925"
2377,5,2,Suburb,1996,"AED 2,41,532"
2177,3,3,Suburb,1995,"AED 2,63,726"
2949,4,1,Suburb,1971,"AED 3,09,883"
2224,2,1,Urban,1956,"AED 3,20,669"
1877,3,2,Rural,1985,"AED 1,59,332"
2138,3,3,Suburb,1958,"AED 2,84,558"
2694,3,2,Rural,1992,"AED 2,84,827"
2577,4,1,Suburb,1953,"AED 2,58,748"
1758,4,3,Urban,1987,"AED 2,46,256"
2091,3,3,Rural,1977,"AED 3,47,177"
2468,2,3,Rural,2018,"AED 1,33,850"
1444,4,2,Rural,1951,"AED 1,39,854"
2349,2,1,Urban,1960,"AED 1,75,864"
2869,5,3,Urban,1979,"AED 3,30,248"
1707,2,2,Urban,1993,"AED 1,65,627"
1601,4,2,Urban,1964,"AED 2,20,190"
2646,3,3,Suburb,1989,"AED 2,07,266"
2903,5,2,Rural,2003,"AED 2,62,575"
2382,2,1,Urban,1950,"AED 2,27,537"
1144,3,3,Suburb,2001,"AED 84,994"
1274,5,2,Rural,1977,"AED 48,262"
1508,2,2,Suburb,2021,"AED 1,55,897"
2202,3,3,Urban,1971,"AED 2,68,527"
1752,5,2,Suburb,2009,"AED 1,95,707"
2861,4,1,Rural,1974,"AED 3,88,333"
2854,2,2,Urban,1958,"AED 2,99,674"
1476,2,1,Urban,1957,"AED 1,88,572"
2866,5,3,Suburb,1992,"AED 3,24,176"
2999,2,3,Rural,2002,"AED 3,35,823"
2437,3,2,Urban,1971,"AED 2,85,885"
2176,2,1,Suburb,2006,"AED 2,78,186"
2127,2,2,Rural,1951,"AED 2,04,676"
2098,3,1,Urban,2019,"AED 2,21,942"
2151,3,3,Urban,1960,"AED 2,36,872"
2734,4,3,Suburb,2004,"AED 2,95,448"
1665,3,3,Suburb,1968,"AED 1,49,302"
1567,2,3,Rural,2000,"AED 10,201"
2813,5,1,Suburb,1991,"AED 2,43,384"
2368,2,1,Urban,1973,"AED 2,85,911"
1530,4,2,Urban,1959,"AED 2,00,521"
1158,5,2,Rural,1994,"AED 1,54,733"
2561,4,2,Rural,1967,"AED 3,02,355"
2449,2,2,Rural,1974,"AED 2,75,143"
